t,rail,mW,zone,C
1780559857.7314887,VDD_SOC,1468.16,,
1780559857.7314887,,,cpu-thermal,49.781
1780559857.7314887,,,gpu-thermal,50.531
1780559857.7314887,,,soc0-thermal,48.562
1780559857.7314887,,,soc1-thermal,48.25
1780559857.7314887,,,soc2-thermal,48.125
1780559857.7314887,,,tj-thermal,50.531
1780559857.8378403,VDD_IN,4809.024,,
1780559857.8378403,VDD_CPU_GPU_CV,952.32,,
1780559857.8378403,VDD_SOC,1470.528,,
1780559857.8378403,,,cpu-thermal,49.875
1780559857.8378403,,,gpu-thermal,50.343
1780559857.8378403,,,soc0-thermal,48.593
1780559857.8378403,,,soc1-thermal,48.062
1780559857.8378403,,,soc2-thermal,48.187
1780559857.8378403,,,tj-thermal,50.343
1780559857.9441023,VDD_IN,4809.024,,
1780559857.9441023,VDD_CPU_GPU_CV,952.32,,
1780559857.9441023,VDD_SOC,1470.528,,
1780559857.9441023,,,cpu-thermal,50.093
1780559857.9441023,,,gpu-thermal,50.218
1780559857.9441023,,,soc0-thermal,48.468
1780559857.9441023,,,soc1-thermal,48.125
1780559857.9441023,,,soc2-thermal,48.156
1780559857.9441023,,,tj-thermal,50.218
1780559858.050365,VDD_IN,4809.024,,
1780559858.050365,VDD_CPU_GPU_CV,953.856,,
1780559858.050365,VDD_SOC,1470.528,,
1780559858.050365,,,cpu-thermal,50.218
1780559858.050365,,,gpu-thermal,50.187
1780559858.050365,,,soc0-thermal,48.5
1780559858.050365,,,soc1-thermal,48.156
1780559858.050365,,,soc2-thermal,48.125
1780559858.050365,,,tj-thermal,50.218
1780559858.156577,VDD_IN,4809.024,,
1780559858.156577,VDD_CPU_GPU_CV,993.6,,
1780559858.156577,VDD_SOC,1470.528,,
1780559858.156577,,,cpu-thermal,49.906
1780559858.156577,,,gpu-thermal,50.062
1780559858.156577,,,soc0-thermal,48.656
1780559858.156577,,,soc1-thermal,48.0
1780559858.156577,,,soc2-thermal,48.062
1780559858.156577,,,tj-thermal,50.062
1780559858.2628148,VDD_IN,4816.768,,
1780559858.2628148,VDD_CPU_GPU_CV,953.856,,
1780559858.2628148,VDD_SOC,1470.528,,
1780559858.2628148,,,cpu-thermal,49.968
1780559858.2628148,,,gpu-thermal,50.5
1780559858.2628148,,,soc0-thermal,48.468
1780559858.2628148,,,soc1-thermal,48.0
1780559858.2628148,,,soc2-thermal,48.125
1780559858.2628148,,,tj-thermal,50.5
1780559858.3691132,VDD_IN,4697.344,,
1780559858.3691132,VDD_CPU_GPU_CV,915.584,,
1780559858.3691132,VDD_SOC,1433.088,,
1780559858.3691132,,,cpu-thermal,49.968
1780559858.3691132,,,gpu-thermal,50.125
1780559858.3691132,,,soc0-thermal,48.531
1780559858.3691132,,,soc1-thermal,48.125
1780559858.3691132,,,soc2-thermal,48.093
1780559858.3691132,,,tj-thermal,50.343
1780559858.474936,VDD_IN,4665.024,,
1780559858.474936,VDD_CPU_GPU_CV,875.776,,
1780559858.474936,VDD_SOC,1435.392,,
1780559858.474936,,,cpu-thermal,50.062
1780559858.474936,,,gpu-thermal,50.031
1780559858.474936,,,soc0-thermal,48.625
1780559858.474936,,,soc1-thermal,47.937
1780559858.474936,,,soc2-thermal,48.062
1780559858.474936,,,tj-thermal,50.187
1780559858.5811272,VDD_IN,4704.896,,
1780559858.5811272,VDD_CPU_GPU_CV,915.584,,
1780559858.5811272,VDD_SOC,1433.088,,
1780559858.5811272,,,cpu-thermal,49.843
1780559858.5811272,,,gpu-thermal,50.531
1780559858.5811272,,,soc0-thermal,48.468
1780559858.5811272,,,soc1-thermal,47.968
1780559858.5811272,,,soc2-thermal,48.093
1780559858.5811272,,,tj-thermal,50.156
1780559858.6872702,VDD_IN,4744.768,,
1780559858.6872702,VDD_CPU_GPU_CV,915.584,,
1780559858.6872702,VDD_SOC,1472.896,,
1780559858.6872702,,,cpu-thermal,49.843
1780559858.6872702,,,gpu-thermal,50.187
1780559858.6872702,,,soc0-thermal,48.468
1780559858.6872702,,,soc1-thermal,48.031
1780559858.6872702,,,soc2-thermal,48.093
1780559858.6872702,,,tj-thermal,50.187
1780559858.7934265,VDD_IN,4744.768,,
1780559858.7934265,VDD_CPU_GPU_CV,915.584,,
1780559858.7934265,VDD_SOC,1435.392,,
1780559858.7934265,,,cpu-thermal,49.656
1780559858.7934265,,,gpu-thermal,50.125
1780559858.7934265,,,soc0-thermal,48.531
1780559858.7934265,,,soc1-thermal,47.875
1780559858.7934265,,,soc2-thermal,48.0
1780559858.7934265,,,tj-thermal,50.125
1780559858.8997471,VDD_IN,4784.64,,
1780559858.8997471,VDD_CPU_GPU_CV,955.392,,
1780559858.8997471,VDD_SOC,1435.392,,
1780559858.8997471,,,cpu-thermal,49.781
1780559858.8997471,,,gpu-thermal,50.062
1780559858.8997471,,,soc0-thermal,48.593
1780559858.8997471,,,soc1-thermal,47.937
1780559858.8997471,,,soc2-thermal,48.0
1780559858.8997471,,,tj-thermal,50.062
1780559859.0059736,VDD_IN,4784.64,,
1780559859.0059736,VDD_CPU_GPU_CV,955.392,,
1780559859.0059736,VDD_SOC,1475.264,,
1780559859.0059736,,,cpu-thermal,49.812
1780559859.0059736,,,gpu-thermal,50.0
1780559859.0059736,,,soc0-thermal,48.437
1780559859.0059736,,,soc1-thermal,48.031
1780559859.0059736,,,soc2-thermal,48.0
1780559859.0059736,,,tj-thermal,50.125
1780559859.1121726,VDD_IN,4784.64,,
1780559859.1121726,VDD_CPU_GPU_CV,955.392,,
1780559859.1121726,VDD_SOC,1435.392,,
1780559859.1121726,,,cpu-thermal,49.656
1780559859.1121726,,,gpu-thermal,50.437
1780559859.1121726,,,soc0-thermal,48.531
1780559859.1121726,,,soc1-thermal,48.062
1780559859.1121726,,,soc2-thermal,47.906
1780559859.1121726,,,tj-thermal,50.437
1780559859.218184,VDD_IN,4784.64,,
1780559859.218184,VDD_CPU_GPU_CV,955.392,,
1780559859.218184,VDD_SOC,1435.392,,
1780559859.218184,,,cpu-thermal,49.687
1780559859.218184,,,gpu-thermal,50.187
1780559859.218184,,,soc0-thermal,48.5
1780559859.218184,,,soc1-thermal,47.875
1780559859.218184,,,soc2-thermal,48.0
1780559859.218184,,,tj-thermal,50.187
1780559859.324187,VDD_IN,4744.768,,
1780559859.324187,VDD_CPU_GPU_CV,917.056,,
1780559859.324187,VDD_SOC,1435.392,,
1780559859.324187,,,cpu-thermal,49.875
1780559859.324187,,,gpu-thermal,50.093
1780559859.324187,,,soc0-thermal,48.375
1780559859.324187,,,soc1-thermal,47.906
1780559859.324187,,,soc2-thermal,48.062
1780559859.324187,,,tj-thermal,50.093
1780559859.4300876,VDD_IN,4672.512,,
1780559859.4300876,VDD_CPU_GPU_CV,877.184,,
1780559859.4300876,VDD_SOC,1435.392,,
1780559859.4300876,,,cpu-thermal,49.937
1780559859.4300876,,,gpu-thermal,50.0
1780559859.4300876,,,soc0-thermal,48.343
1780559859.4300876,,,soc1-thermal,47.937
1780559859.4300876,,,soc2-thermal,47.843
1780559859.4300876,,,tj-thermal,50.0
1780559859.5360048,VDD_IN,4712.448,,
1780559859.5360048,VDD_CPU_GPU_CV,877.184,,
1780559859.5360048,VDD_SOC,1435.392,,
1780559859.5360048,,,cpu-thermal,49.656
1780559859.5360048,,,gpu-thermal,49.968
1780559859.5360048,,,soc0-thermal,48.468
1780559859.5360048,,,soc1-thermal,48.187
1780559859.5360048,,,soc2-thermal,47.875
1780559859.5360048,,,tj-thermal,49.968
1780559859.6420946,VDD_IN,4712.448,,
1780559859.6420946,VDD_CPU_GPU_CV,917.056,,
1780559859.6420946,VDD_SOC,1435.392,,
1780559859.6420946,,,cpu-thermal,49.718
1780559859.6420946,,,gpu-thermal,50.125
1780559859.6420946,,,soc0-thermal,48.281
1780559859.6420946,,,soc1-thermal,47.875
1780559859.6420946,,,soc2-thermal,48.0
1780559859.6420946,,,tj-thermal,49.937
1780559859.7480426,VDD_IN,4744.768,,
1780559859.7480426,VDD_CPU_GPU_CV,917.056,,
1780559859.7480426,VDD_SOC,1435.392,,
1780559859.7480426,,,cpu-thermal,49.812
1780559859.7480426,,,gpu-thermal,50.031
1780559859.7480426,,,soc0-thermal,48.312
1780559859.7480426,,,soc1-thermal,47.968
1780559859.7480426,,,soc2-thermal,48.0
1780559859.7480426,,,tj-thermal,50.25
1780559859.8540194,VDD_IN,4744.768,,
1780559859.8540194,VDD_CPU_GPU_CV,956.928,,
1780559859.8540194,VDD_SOC,1435.392,,
1780559859.8540194,,,cpu-thermal,49.781
1780559859.8540194,,,gpu-thermal,49.906
1780559859.8540194,,,soc0-thermal,48.312
1780559859.8540194,,,soc1-thermal,48.062
1780559859.8540194,,,soc2-thermal,47.875
1780559859.8540194,,,tj-thermal,50.125
1780559859.9600966,VDD_IN,4784.64,,
1780559859.9600966,VDD_CPU_GPU_CV,956.928,,
1780559859.9600966,VDD_SOC,1475.264,,
1780559859.9600966,,,cpu-thermal,49.593
1780559859.9600966,,,gpu-thermal,49.937
1780559859.9600966,,,soc0-thermal,48.375
1780559859.9600966,,,soc1-thermal,47.75
1780559859.9600966,,,soc2-thermal,47.875
1780559859.9600966,,,tj-thermal,49.937
1780559860.0660636,VDD_IN,4784.64,,
1780559860.0660636,VDD_CPU_GPU_CV,956.928,,
1780559860.0660636,VDD_SOC,1475.264,,
1780559860.0660636,,,cpu-thermal,49.656
1780559860.0660636,,,gpu-thermal,50.25
1780559860.0660636,,,soc0-thermal,48.281
1780559860.0660636,,,soc1-thermal,47.875
1780559860.0660636,,,soc2-thermal,47.937
1780559860.0660636,,,tj-thermal,50.25
1780559860.1721668,VDD_IN,4784.64,,
1780559860.1721668,VDD_CPU_GPU_CV,956.928,,
1780559860.1721668,VDD_SOC,1435.392,,
1780559860.1721668,,,cpu-thermal,49.656
1780559860.1721668,,,gpu-thermal,50.031
1780559860.1721668,,,soc0-thermal,48.406
1780559860.1721668,,,soc1-thermal,48.0
1780559860.1721668,,,soc2-thermal,47.906
1780559860.1721668,,,tj-thermal,50.031
1780559860.278159,VDD_IN,4744.768,,
1780559860.278159,VDD_CPU_GPU_CV,917.056,,
1780559860.278159,VDD_SOC,1435.392,,
1780559860.278159,,,cpu-thermal,49.531
1780559860.278159,,,gpu-thermal,49.968
1780559860.278159,,,soc0-thermal,48.406
1780559860.278159,,,soc1-thermal,47.812
1780559860.278159,,,soc2-thermal,47.906
1780559860.278159,,,tj-thermal,49.968
1780559860.3840606,VDD_IN,4672.512,,
1780559860.3840606,VDD_CPU_GPU_CV,877.184,,
1780559860.3840606,VDD_SOC,1435.392,,
1780559860.3840606,,,cpu-thermal,49.593
1780559860.3840606,,,gpu-thermal,49.843
1780559860.3840606,,,soc0-thermal,48.25
1780559860.3840606,,,soc1-thermal,47.843
1780559860.3840606,,,soc2-thermal,47.843
1780559860.3840606,,,tj-thermal,49.843
1780559860.4897306,VDD_IN,4672.512,,
1780559860.4897306,VDD_CPU_GPU_CV,877.184,,
1780559860.4897306,VDD_SOC,1435.392,,
1780559860.4897306,,,cpu-thermal,49.531
1780559860.4897306,,,gpu-thermal,50.093
1780559860.4897306,,,soc0-thermal,48.281
1780559860.4897306,,,soc1-thermal,47.812
1780559860.4897306,,,soc2-thermal,47.906
1780559860.4897306,,,tj-thermal,49.875
1780559860.595692,VDD_IN,4712.448,,
1780559860.595692,VDD_CPU_GPU_CV,877.184,,
1780559860.595692,VDD_SOC,1435.392,,
1780559860.595692,,,cpu-thermal,49.531
1780559860.595692,,,gpu-thermal,49.875
1780559860.595692,,,soc0-thermal,48.25
1780559860.595692,,,soc1-thermal,47.75
1780559860.595692,,,soc2-thermal,47.812
1780559860.595692,,,tj-thermal,50.218
1780559860.7020981,VDD_IN,4752.384,,
1780559860.7020981,VDD_CPU_GPU_CV,917.056,,
1780559860.7020981,VDD_SOC,1435.392,,
1780559860.7020981,,,cpu-thermal,49.531
1780559860.7020981,,,gpu-thermal,49.875
1780559860.7020981,,,soc0-thermal,48.281
1780559860.7020981,,,soc1-thermal,47.75
1780559860.7020981,,,soc2-thermal,47.781
1780559860.7020981,,,tj-thermal,50.0
1780559860.8082223,VDD_IN,4752.384,,
1780559860.8082223,VDD_CPU_GPU_CV,917.056,,
1780559860.8082223,VDD_SOC,1435.392,,
1780559860.8082223,,,cpu-thermal,49.812
1780559860.8082223,,,gpu-thermal,49.843
1780559860.8082223,,,soc0-thermal,48.25
1780559860.8082223,,,soc1-thermal,47.781
1780559860.8082223,,,soc2-thermal,47.906
1780559860.8082223,,,tj-thermal,49.937
1780559860.914415,VDD_IN,4744.768,,
1780559860.914415,VDD_CPU_GPU_CV,956.928,,
1780559860.914415,VDD_SOC,1435.392,,
1780559860.914415,,,cpu-thermal,49.843
1780559860.914415,,,gpu-thermal,50.218
1780559860.914415,,,soc0-thermal,48.375
1780559860.914415,,,soc1-thermal,47.968
1780559860.914415,,,soc2-thermal,47.812
1780559860.914415,,,tj-thermal,49.937
1780559861.0206265,VDD_IN,4784.64,,
1780559861.0206265,VDD_CPU_GPU_CV,956.928,,
1780559861.0206265,VDD_SOC,1475.264,,
1780559861.0206265,,,cpu-thermal,49.656
1780559861.0206265,,,gpu-thermal,50.031
1780559861.0206265,,,soc0-thermal,48.25
1780559861.0206265,,,soc1-thermal,47.718
1780559861.0206265,,,soc2-thermal,47.812
1780559861.0206265,,,tj-thermal,50.031
1780559861.1266882,VDD_IN,4784.64,,
1780559861.1266882,VDD_CPU_GPU_CV,956.928,,
1780559861.1266882,VDD_SOC,1435.392,,
1780559861.1266882,,,cpu-thermal,49.656
1780559861.1266882,,,gpu-thermal,49.937
1780559861.1266882,,,soc0-thermal,48.218
1780559861.1266882,,,soc1-thermal,47.843
1780559861.1266882,,,soc2-thermal,47.875
1780559861.1266882,,,tj-thermal,49.937
1780559861.2327023,VDD_IN,4784.64,,
1780559861.2327023,VDD_CPU_GPU_CV,956.928,,
1780559861.2327023,VDD_SOC,1435.392,,
1780559861.2327023,,,cpu-thermal,49.718
1780559861.2327023,,,gpu-thermal,49.875
1780559861.2327023,,,soc0-thermal,48.25
1780559861.2327023,,,soc1-thermal,47.781
1780559861.2327023,,,soc2-thermal,47.781
1780559861.2327023,,,tj-thermal,49.875
1780559861.3388507,VDD_IN,4752.384,,
1780559861.3388507,VDD_CPU_GPU_CV,917.056,,
1780559861.3388507,VDD_SOC,1435.392,,
1780559861.3388507,,,cpu-thermal,49.531
1780559861.3388507,,,gpu-thermal,49.781
1780559861.3388507,,,soc0-thermal,48.281
1780559861.3388507,,,soc1-thermal,47.718
1780559861.3388507,,,soc2-thermal,47.812
1780559861.3388507,,,tj-thermal,49.781
1780559861.4450095,VDD_IN,4672.512,,
1780559861.4450095,VDD_CPU_GPU_CV,877.184,,
1780559861.4450095,VDD_SOC,1437.696,,
1780559861.4450095,,,cpu-thermal,49.531
1780559861.4450095,,,gpu-thermal,50.25
1780559861.4450095,,,soc0-thermal,48.218
1780559861.4450095,,,soc1-thermal,47.812
1780559861.4450095,,,soc2-thermal,47.812
1780559861.4450095,,,tj-thermal,50.25
1780559861.5508363,VDD_IN,4712.448,,
1780559861.5508363,VDD_CPU_GPU_CV,877.184,,
1780559861.5508363,VDD_SOC,1435.392,,
1780559861.5508363,,,cpu-thermal,49.562
1780559861.5508363,,,gpu-thermal,50.031
1780559861.5508363,,,soc0-thermal,48.187
1780559861.5508363,,,soc1-thermal,47.781
1780559861.5508363,,,soc2-thermal,47.843
1780559861.5508363,,,tj-thermal,50.031
1780559861.6569636,VDD_IN,4744.768,,
1780559861.6569636,VDD_CPU_GPU_CV,917.056,,
1780559861.6569636,VDD_SOC,1435.392,,
1780559861.6569636,,,cpu-thermal,49.375
1780559861.6569636,,,gpu-thermal,49.937
1780559861.6569636,,,soc0-thermal,48.25
1780559861.6569636,,,soc1-thermal,47.875
1780559861.6569636,,,soc2-thermal,47.812
1780559861.6569636,,,tj-thermal,49.937
1780559861.7631402,VDD_IN,4744.768,,
1780559861.7631402,VDD_CPU_GPU_CV,917.056,,
1780559861.7631402,VDD_SOC,1435.392,,
1780559861.7631402,,,cpu-thermal,49.531
1780559861.7631402,,,gpu-thermal,49.906
1780559861.7631402,,,soc0-thermal,48.25
1780559861.7631402,,,soc1-thermal,47.75
1780559861.7631402,,,soc2-thermal,47.75
1780559861.7631402,,,tj-thermal,49.906
1780559861.8697464,VDD_IN,4744.768,,
1780559861.8697464,VDD_CPU_GPU_CV,956.928,,
1780559861.8697464,VDD_SOC,1435.392,,
1780559861.8697464,,,cpu-thermal,49.812
1780559861.8697464,,,gpu-thermal,49.781
1780559861.8697464,,,soc0-thermal,48.187
1780559861.8697464,,,soc1-thermal,47.781
1780559861.8697464,,,soc2-thermal,47.875
1780559861.8697464,,,tj-thermal,49.812
1780559861.9759533,VDD_IN,4784.64,,
1780559861.9759533,VDD_CPU_GPU_CV,956.928,,
1780559861.9759533,VDD_SOC,1475.264,,
1780559861.9759533,,,cpu-thermal,49.437
1780559861.9759533,,,gpu-thermal,49.75
1780559861.9759533,,,soc0-thermal,48.25
1780559861.9759533,,,soc1-thermal,47.937
1780559861.9759533,,,soc2-thermal,47.812
1780559861.9759533,,,tj-thermal,49.75
1780559862.0822697,VDD_IN,4784.64,,
1780559862.0822697,VDD_CPU_GPU_CV,956.928,,
1780559862.0822697,VDD_SOC,1435.392,,
1780559862.0822697,,,cpu-thermal,49.406
1780559862.0822697,,,gpu-thermal,50.156
1780559862.0822697,,,soc0-thermal,48.25
1780559862.0822697,,,soc1-thermal,47.656
1780559862.0822697,,,soc2-thermal,47.75
1780559862.0822697,,,tj-thermal,50.156
1780559862.1885796,VDD_IN,4784.64,,
1780559862.1885796,VDD_CPU_GPU_CV,956.928,,
1780559862.1885796,VDD_SOC,1435.392,,
1780559862.1885796,,,cpu-thermal,49.625
1780559862.1885796,,,gpu-thermal,49.906
1780559862.1885796,,,soc0-thermal,48.218
1780559862.1885796,,,soc1-thermal,47.75
1780559862.1885796,,,soc2-thermal,47.812
1780559862.1885796,,,tj-thermal,49.906
1780559862.2946675,VDD_IN,4752.384,,
1780559862.2946675,VDD_CPU_GPU_CV,917.056,,
1780559862.2946675,VDD_SOC,1435.392,,
1780559862.2946675,,,cpu-thermal,49.687
1780559862.2946675,,,gpu-thermal,49.687
1780559862.2946675,,,soc0-thermal,48.218
1780559862.2946675,,,soc1-thermal,47.781
1780559862.2946675,,,soc2-thermal,47.75
1780559862.2946675,,,tj-thermal,49.812
1780559862.400735,VDD_IN,4672.512,,
1780559862.400735,VDD_CPU_GPU_CV,877.184,,
1780559862.400735,VDD_SOC,1435.392,,
1780559862.400735,,,cpu-thermal,49.437
1780559862.400735,,,gpu-thermal,50.031
1780559862.400735,,,soc0-thermal,48.343
1780559862.400735,,,soc1-thermal,47.593
1780559862.400735,,,soc2-thermal,47.75
1780559862.400735,,,tj-thermal,49.781
1780559862.5068216,VDD_IN,4712.448,,
1780559862.5068216,VDD_CPU_GPU_CV,877.184,,
1780559862.5068216,VDD_SOC,1435.392,,
1780559862.5068216,,,cpu-thermal,49.531
1780559862.5068216,,,gpu-thermal,49.906
1780559862.5068216,,,soc0-thermal,48.156
1780559862.5068216,,,soc1-thermal,47.75
1780559862.5068216,,,soc2-thermal,47.781
1780559862.5068216,,,tj-thermal,49.718
1780559862.6129963,VDD_IN,4704.896,,
1780559862.6129963,VDD_CPU_GPU_CV,917.056,,
1780559862.6129963,VDD_SOC,1435.392,,
1780559862.6129963,,,cpu-thermal,49.562
1780559862.6129963,,,gpu-thermal,49.812
1780559862.6129963,,,soc0-thermal,48.156
1780559862.6129963,,,soc1-thermal,47.75
1780559862.6129963,,,soc2-thermal,47.687
1780559862.6129963,,,tj-thermal,50.125
1780559862.7193325,VDD_IN,4744.768,,
1780559862.7193325,VDD_CPU_GPU_CV,917.056,,
1780559862.7193325,VDD_SOC,1435.392,,
1780559862.7193325,,,cpu-thermal,49.5
1780559862.7193325,,,gpu-thermal,49.718
1780559862.7193325,,,soc0-thermal,48.25
1780559862.7193325,,,soc1-thermal,47.656
1780559862.7193325,,,soc2-thermal,47.718
1780559862.7193325,,,tj-thermal,50.031
1780559862.8256521,VDD_IN,4744.768,,
1780559862.8256521,VDD_CPU_GPU_CV,955.392,,
1780559862.8256521,VDD_SOC,1435.392,,
1780559862.8256521,,,cpu-thermal,49.5
1780559862.8256521,,,gpu-thermal,49.718
1780559862.8256521,,,soc0-thermal,48.093
1780559862.8256521,,,soc1-thermal,47.656
1780559862.8256521,,,soc2-thermal,47.75
1780559862.8256521,,,tj-thermal,49.843
1780559862.9320824,VDD_IN,4744.768,,
1780559862.9320824,VDD_CPU_GPU_CV,955.392,,
1780559862.9320824,VDD_SOC,1435.392,,
1780559862.9320824,,,cpu-thermal,49.281
1780559862.9320824,,,gpu-thermal,50.062
1780559862.9320824,,,soc0-thermal,48.093
1780559862.9320824,,,soc1-thermal,47.75
1780559862.9320824,,,soc2-thermal,47.593
1780559862.9320824,,,tj-thermal,49.812
1780559863.0385106,VDD_IN,4784.64,,
1780559863.0385106,VDD_CPU_GPU_CV,955.392,,
1780559863.0385106,VDD_SOC,1435.392,,
1780559863.0385106,,,cpu-thermal,49.437
1780559863.0385106,,,gpu-thermal,49.843
1780559863.0385106,,,soc0-thermal,48.218
1780559863.0385106,,,soc1-thermal,47.593
1780559863.0385106,,,soc2-thermal,47.75
1780559863.0385106,,,tj-thermal,49.843
1780559863.144702,VDD_IN,4784.64,,
1780559863.144702,VDD_CPU_GPU_CV,995.2,,
1780559863.144702,VDD_SOC,1475.264,,
1780559863.144702,,,cpu-thermal,49.625
1780559863.144702,,,gpu-thermal,49.812
1780559863.144702,,,soc0-thermal,48.093
1780559863.144702,,,soc1-thermal,47.593
1780559863.144702,,,soc2-thermal,47.75
1780559863.144702,,,tj-thermal,50.125
1780559863.2513866,VDD_IN,4784.64,,
1780559863.2513866,VDD_CPU_GPU_CV,955.392,,
1780559863.2513866,VDD_SOC,1435.392,,
1780559863.2513866,,,cpu-thermal,49.593
1780559863.2513866,,,gpu-thermal,49.687
1780559863.2513866,,,soc0-thermal,48.156
1780559863.2513866,,,soc1-thermal,47.687
1780559863.2513866,,,soc2-thermal,47.843
1780559863.2513866,,,tj-thermal,49.687
1780559863.3575447,VDD_IN,4744.768,,
1780559863.3575447,VDD_CPU_GPU_CV,917.056,,
1780559863.3575447,VDD_SOC,1435.392,,
1780559863.3575447,,,cpu-thermal,49.781
1780559863.3575447,,,gpu-thermal,49.687
1780559863.3575447,,,soc0-thermal,48.25
1780559863.3575447,,,soc1-thermal,47.562
1780559863.3575447,,,soc2-thermal,47.593
1780559863.3575447,,,tj-thermal,49.687
1780559863.4634893,VDD_IN,4672.512,,
1780559863.4634893,VDD_CPU_GPU_CV,877.184,,
1780559863.4634893,VDD_SOC,1435.392,,
1780559863.4634893,,,cpu-thermal,49.437
1780559863.4634893,,,gpu-thermal,50.062
1780559863.4634893,,,soc0-thermal,48.093
1780559863.4634893,,,soc1-thermal,47.625
1780559863.4634893,,,soc2-thermal,47.687
1780559863.4634893,,,tj-thermal,50.062
1780559863.569442,VDD_IN,4704.896,,
1780559863.569442,VDD_CPU_GPU_CV,917.056,,
1780559863.569442,VDD_SOC,1435.392,,
1780559863.569442,,,cpu-thermal,49.468
1780559863.569442,,,gpu-thermal,49.968
1780559863.569442,,,soc0-thermal,48.062
1780559863.569442,,,soc1-thermal,47.718
1780559863.569442,,,soc2-thermal,47.718
1780559863.569442,,,tj-thermal,49.968
1780559863.6756036,VDD_IN,4744.768,,
1780559863.6756036,VDD_CPU_GPU_CV,917.056,,
1780559863.6756036,VDD_SOC,1435.392,,
1780559863.6756036,,,cpu-thermal,49.531
1780559863.6756036,,,gpu-thermal,49.875
1780559863.6756036,,,soc0-thermal,48.187
1780559863.6756036,,,soc1-thermal,47.812
1780559863.6756036,,,soc2-thermal,47.625
1780559863.6756036,,,tj-thermal,49.875
1780559863.781796,VDD_IN,4744.768,,
1780559863.781796,VDD_CPU_GPU_CV,917.056,,
1780559863.781796,VDD_SOC,1435.392,,
1780559863.781796,,,cpu-thermal,49.343
1780559863.781796,,,gpu-thermal,49.718
1780559863.781796,,,soc0-thermal,48.093
1780559863.781796,,,soc1-thermal,47.562
1780559863.781796,,,soc2-thermal,47.625
1780559863.781796,,,tj-thermal,49.718
1780559863.8879137,VDD_IN,4744.768,,
1780559863.8879137,VDD_CPU_GPU_CV,956.928,,
1780559863.8879137,VDD_SOC,1435.392,,
1780559863.8879137,,,cpu-thermal,49.437
1780559863.8879137,,,gpu-thermal,49.718
1780559863.8879137,,,soc0-thermal,48.062
1780559863.8879137,,,soc1-thermal,47.687
1780559863.8879137,,,soc2-thermal,47.656
1780559863.8879137,,,tj-thermal,49.718
1780559863.994209,VDD_IN,4784.64,,
1780559863.994209,VDD_CPU_GPU_CV,956.928,,
1780559863.994209,VDD_SOC,1475.264,,
1780559863.994209,,,cpu-thermal,49.343
1780559863.994209,,,gpu-thermal,49.593
1780559863.994209,,,soc0-thermal,48.062
1780559863.994209,,,soc1-thermal,47.718
1780559863.994209,,,soc2-thermal,47.656
