t,rail,mW,zone,C
1780558920.128855,VDD_SOC,1435.392,,
1780558920.128855,,,cpu-thermal,46.781
1780558920.128855,,,gpu-thermal,47.218
1780558920.128855,,,soc0-thermal,45.468
1780558920.128855,,,soc1-thermal,45.093
1780558920.128855,,,soc2-thermal,45.156
1780558920.128855,,,tj-thermal,47.5
1780558920.2355373,VDD_IN,4712.448,,
1780558920.2355373,VDD_CPU_GPU_CV,956.928,,
1780558920.2355373,VDD_SOC,1435.392,,
1780558920.2355373,,,cpu-thermal,46.781
1780558920.2355373,,,gpu-thermal,47.125
1780558920.2355373,,,soc0-thermal,45.5
1780558920.2355373,,,soc1-thermal,44.875
1780558920.2355373,,,soc2-thermal,45.25
1780558920.2355373,,,tj-thermal,47.312
1780558920.341713,VDD_IN,4632.576,,
1780558920.341713,VDD_CPU_GPU_CV,877.184,,
1780558920.341713,VDD_SOC,1437.696,,
1780558920.341713,,,cpu-thermal,46.718
1780558920.341713,,,gpu-thermal,47.062
1780558920.341713,,,soc0-thermal,45.437
1780558920.341713,,,soc1-thermal,44.906
1780558920.341713,,,soc2-thermal,45.312
1780558920.341713,,,tj-thermal,47.093
1780558920.4479892,VDD_IN,4592.64,,
1780558920.4479892,VDD_CPU_GPU_CV,877.184,,
1780558920.4479892,VDD_SOC,1437.696,,
1780558920.4479892,,,cpu-thermal,47.031
1780558920.4479892,,,gpu-thermal,47.312
1780558920.4479892,,,soc0-thermal,45.5
1780558920.4479892,,,soc1-thermal,45.0
1780558920.4479892,,,soc2-thermal,45.125
1780558920.4479892,,,tj-thermal,47.062
1780558920.5540302,VDD_IN,4632.576,,
1780558920.5540302,VDD_CPU_GPU_CV,877.184,,
1780558920.5540302,VDD_SOC,1437.696,,
1780558920.5540302,,,cpu-thermal,46.75
1780558920.5540302,,,gpu-thermal,47.281
1780558920.5540302,,,soc0-thermal,45.5
1780558920.5540302,,,soc1-thermal,44.843
1780558920.5540302,,,soc2-thermal,45.218
1780558920.5540302,,,tj-thermal,47.281
1780558920.6600637,VDD_IN,4632.576,,
1780558920.6600637,VDD_CPU_GPU_CV,877.184,,
1780558920.6600637,VDD_SOC,1437.696,,
1780558920.6600637,,,cpu-thermal,46.937
1780558920.6600637,,,gpu-thermal,47.156
1780558920.6600637,,,soc0-thermal,45.406
1780558920.6600637,,,soc1-thermal,44.875
1780558920.6600637,,,soc2-thermal,45.25
1780558920.6600637,,,tj-thermal,47.156
1780558920.76612,VDD_IN,4672.512,,
1780558920.76612,VDD_CPU_GPU_CV,917.056,,
1780558920.76612,VDD_SOC,1437.696,,
1780558920.76612,,,cpu-thermal,47.093
1780558920.76612,,,gpu-thermal,47.125
1780558920.76612,,,soc0-thermal,45.343
1780558920.76612,,,soc1-thermal,45.0
1780558920.76612,,,soc2-thermal,45.281
1780558920.76612,,,tj-thermal,47.125
1780558920.8722064,VDD_IN,4672.512,,
1780558920.8722064,VDD_CPU_GPU_CV,917.056,,
1780558920.8722064,VDD_SOC,1437.696,,
1780558920.8722064,,,cpu-thermal,47.093
1780558920.8722064,,,gpu-thermal,47.0
1780558920.8722064,,,soc0-thermal,45.375
1780558920.8722064,,,soc1-thermal,44.812
1780558920.8722064,,,soc2-thermal,45.187
1780558920.8722064,,,tj-thermal,47.0
1780558920.9783578,VDD_IN,4712.448,,
1780558920.9783578,VDD_CPU_GPU_CV,917.056,,
1780558920.9783578,VDD_SOC,1437.696,,
1780558920.9783578,,,cpu-thermal,46.937
1780558920.9783578,,,gpu-thermal,47.437
1780558920.9783578,,,soc0-thermal,45.562
1780558920.9783578,,,soc1-thermal,44.968
1780558920.9783578,,,soc2-thermal,45.156
1780558920.9783578,,,tj-thermal,47.437
1780558921.08457,VDD_IN,4712.448,,
1780558921.08457,VDD_CPU_GPU_CV,956.928,,
1780558921.08457,VDD_SOC,1437.696,,
1780558921.08457,,,cpu-thermal,46.937
1780558921.08457,,,gpu-thermal,47.218
1780558921.08457,,,soc0-thermal,45.468
1780558921.08457,,,soc1-thermal,45.0
1780558921.08457,,,soc2-thermal,45.281
1780558921.08457,,,tj-thermal,47.218
1780558921.1906555,VDD_IN,4712.448,,
1780558921.1906555,VDD_CPU_GPU_CV,956.928,,
1780558921.1906555,VDD_SOC,1437.696,,
1780558921.1906555,,,cpu-thermal,46.843
1780558921.1906555,,,gpu-thermal,47.093
1780558921.1906555,,,soc0-thermal,45.406
1780558921.1906555,,,soc1-thermal,45.031
1780558921.1906555,,,soc2-thermal,45.125
1780558921.1906555,,,tj-thermal,47.093
1780558921.2967305,VDD_IN,4672.512,,
1780558921.2967305,VDD_CPU_GPU_CV,917.056,,
1780558921.2967305,VDD_SOC,1437.696,,
1780558921.2967305,,,cpu-thermal,46.718
1780558921.2967305,,,gpu-thermal,47.062
1780558921.2967305,,,soc0-thermal,45.5
1780558921.2967305,,,soc1-thermal,44.843
1780558921.2967305,,,soc2-thermal,45.156
1780558921.2967305,,,tj-thermal,47.062
1780558921.4029706,VDD_IN,4632.576,,
1780558921.4029706,VDD_CPU_GPU_CV,878.592,,
1780558921.4029706,VDD_SOC,1437.696,,
1780558921.4029706,,,cpu-thermal,46.781
1780558921.4029706,,,gpu-thermal,46.937
1780558921.4029706,,,soc0-thermal,45.343
1780558921.4029706,,,soc1-thermal,44.906
1780558921.4029706,,,soc2-thermal,45.156
1780558921.4029706,,,tj-thermal,46.937
1780558921.5088525,VDD_IN,4592.64,,
1780558921.5088525,VDD_CPU_GPU_CV,838.656,,
1780558921.5088525,VDD_SOC,1437.696,,
1780558921.5088525,,,cpu-thermal,46.656
1780558921.5088525,,,gpu-thermal,47.125
1780558921.5088525,,,soc0-thermal,45.406
1780558921.5088525,,,soc1-thermal,45.0
1780558921.5088525,,,soc2-thermal,45.156
1780558921.5088525,,,tj-thermal,46.937
1780558921.615172,VDD_IN,4632.576,,
1780558921.615172,VDD_CPU_GPU_CV,877.184,,
1780558921.615172,VDD_SOC,1437.696,,
1780558921.615172,,,cpu-thermal,46.718
1780558921.615172,,,gpu-thermal,47.343
1780558921.615172,,,soc0-thermal,45.437
1780558921.615172,,,soc1-thermal,44.843
1780558921.615172,,,soc2-thermal,45.218
1780558921.615172,,,tj-thermal,47.343
1780558921.721848,VDD_IN,4712.448,,
1780558921.721848,VDD_CPU_GPU_CV,917.056,,
1780558921.721848,VDD_SOC,1437.696,,
1780558921.721848,,,cpu-thermal,46.937
1780558921.721848,,,gpu-thermal,47.031
1780558921.721848,,,soc0-thermal,45.343
1780558921.721848,,,soc1-thermal,44.843
1780558921.721848,,,soc2-thermal,45.125
1780558921.721848,,,tj-thermal,47.187
1780558921.8280714,VDD_IN,4712.448,,
1780558921.8280714,VDD_CPU_GPU_CV,956.928,,
1780558921.8280714,VDD_SOC,1437.696,,
1780558921.8280714,,,cpu-thermal,46.906
1780558921.8280714,,,gpu-thermal,47.0
1780558921.8280714,,,soc0-thermal,45.343
1780558921.8280714,,,soc1-thermal,45.0
1780558921.8280714,,,soc2-thermal,45.031
1780558921.8280714,,,tj-thermal,47.062
1780558921.9344785,VDD_IN,4752.384,,
1780558921.9344785,VDD_CPU_GPU_CV,956.928,,
1780558921.9344785,VDD_SOC,1435.392,,
1780558921.9344785,,,cpu-thermal,46.625
1780558921.9344785,,,gpu-thermal,47.031
1780558921.9344785,,,soc0-thermal,45.468
1780558921.9344785,,,soc1-thermal,44.843
1780558921.9344785,,,soc2-thermal,45.187
1780558921.9344785,,,tj-thermal,47.031
1780558922.0411806,VDD_IN,4824.512,,
1780558922.0411806,VDD_CPU_GPU_CV,995.2,,
1780558922.0411806,VDD_SOC,1435.392,,
1780558922.0411806,,,cpu-thermal,46.843
1780558922.0411806,,,gpu-thermal,47.0
1780558922.0411806,,,soc0-thermal,45.312
1780558922.0411806,,,soc1-thermal,44.843
1780558922.0411806,,,soc2-thermal,45.187
1780558922.0411806,,,tj-thermal,47.0
1780558922.1475692,VDD_IN,4904.256,,
1780558922.1475692,VDD_CPU_GPU_CV,1035.008,,
1780558922.1475692,VDD_SOC,1472.896,,
1780558922.1475692,,,cpu-thermal,46.937
1780558922.1475692,,,gpu-thermal,47.343
1780558922.1475692,,,soc0-thermal,45.375
1780558922.1475692,,,soc1-thermal,45.0
1780558922.1475692,,,soc2-thermal,45.093
1780558922.1475692,,,tj-thermal,47.343
1780558922.254632,VDD_IN,4976.0,,
1780558922.254632,VDD_CPU_GPU_CV,1112.832,,
1780558922.254632,VDD_SOC,1472.896,,
1780558922.254632,,,cpu-thermal,46.718
1780558922.254632,,,gpu-thermal,47.187
1780558922.254632,,,soc0-thermal,45.5
1780558922.254632,,,soc1-thermal,44.781
1780558922.254632,,,soc2-thermal,45.187
1780558922.254632,,,tj-thermal,47.187
1780558922.360881,VDD_IN,4896.384,,
1780558922.360881,VDD_CPU_GPU_CV,1073.088,,
1780558922.360881,VDD_SOC,1472.896,,
1780558922.360881,,,cpu-thermal,46.718
1780558922.360881,,,gpu-thermal,47.031
1780558922.360881,,,soc0-thermal,45.281
1780558922.360881,,,soc1-thermal,44.843
1780558922.360881,,,soc2-thermal,45.093
1780558922.360881,,,tj-thermal,47.031
1780558922.4672272,VDD_IN,4784.64,,
1780558922.4672272,VDD_CPU_GPU_CV,995.2,,
1780558922.4672272,VDD_SOC,1435.392,,
1780558922.4672272,,,cpu-thermal,46.562
1780558922.4672272,,,gpu-thermal,47.0
1780558922.4672272,,,soc0-thermal,45.375
1780558922.4672272,,,soc1-thermal,44.843
1780558922.4672272,,,soc2-thermal,45.093
1780558922.4672272,,,tj-thermal,47.0
1780558922.5733624,VDD_IN,4784.64,,
1780558922.5733624,VDD_CPU_GPU_CV,995.2,,
1780558922.5733624,VDD_SOC,1435.392,,
1780558922.5733624,,,cpu-thermal,46.781
1780558922.5733624,,,gpu-thermal,46.968
1780558922.5733624,,,soc0-thermal,45.343
1780558922.5733624,,,soc1-thermal,44.843
1780558922.5733624,,,soc2-thermal,45.187
1780558922.5733624,,,tj-thermal,46.968
1780558922.6795418,VDD_IN,4784.64,,
1780558922.6795418,VDD_CPU_GPU_CV,995.2,,
1780558922.6795418,VDD_SOC,1435.392,,
1780558922.6795418,,,cpu-thermal,46.687
1780558922.6795418,,,gpu-thermal,47.031
1780558922.6795418,,,soc0-thermal,45.218
1780558922.6795418,,,soc1-thermal,44.843
1780558922.6795418,,,soc2-thermal,45.187
1780558922.6795418,,,tj-thermal,46.937
1780558922.7859302,VDD_IN,4784.64,,
1780558922.7859302,VDD_CPU_GPU_CV,995.2,,
1780558922.7859302,VDD_SOC,1435.392,,
1780558922.7859302,,,cpu-thermal,47.0
1780558922.7859302,,,gpu-thermal,46.906
1780558922.7859302,,,soc0-thermal,45.375
1780558922.7859302,,,soc1-thermal,44.843
1780558922.7859302,,,soc2-thermal,45.125
1780558922.7859302,,,tj-thermal,47.312
1780558922.8919914,VDD_IN,4784.64,,
1780558922.8919914,VDD_CPU_GPU_CV,996.8,,
1780558922.8919914,VDD_SOC,1435.392,,
1780558922.8919914,,,cpu-thermal,47.093
1780558922.8919914,,,gpu-thermal,46.906
1780558922.8919914,,,soc0-thermal,45.343
1780558922.8919914,,,soc1-thermal,45.0
1780558922.8919914,,,soc2-thermal,45.031
1780558922.8919914,,,tj-thermal,47.125
1780558922.9980497,VDD_IN,4744.768,,
1780558922.9980497,VDD_CPU_GPU_CV,996.8,,
1780558922.9980497,VDD_SOC,1435.392,,
1780558922.9980497,,,cpu-thermal,46.781
1780558922.9980497,,,gpu-thermal,47.406
1780558922.9980497,,,soc0-thermal,45.343
1780558922.9980497,,,soc1-thermal,44.843
1780558922.9980497,,,soc2-thermal,45.125
1780558922.9980497,,,tj-thermal,47.031
1780558923.103977,VDD_IN,4744.768,,
1780558923.103977,VDD_CPU_GPU_CV,996.8,,
1780558923.103977,VDD_SOC,1435.392,,
1780558923.103977,,,cpu-thermal,46.812
1780558923.103977,,,gpu-thermal,47.218
1780558923.103977,,,soc0-thermal,45.281
1780558923.103977,,,soc1-thermal,44.843
1780558923.103977,,,soc2-thermal,45.093
1780558923.103977,,,tj-thermal,47.218
1780558923.2099338,VDD_IN,4752.384,,
1780558923.2099338,VDD_CPU_GPU_CV,996.8,,
1780558923.2099338,VDD_SOC,1435.392,,
1780558923.2099338,,,cpu-thermal,47.0
1780558923.2099338,,,gpu-thermal,47.125
1780558923.2099338,,,soc0-thermal,45.375
1780558923.2099338,,,soc1-thermal,45.0
1780558923.2099338,,,soc2-thermal,45.0
1780558923.2099338,,,tj-thermal,47.125
1780558923.3163185,VDD_IN,4672.512,,
1780558923.3163185,VDD_CPU_GPU_CV,917.056,,
1780558923.3163185,VDD_SOC,1437.696,,
1780558923.3163185,,,cpu-thermal,46.656
1780558923.3163185,,,gpu-thermal,47.031
1780558923.3163185,,,soc0-thermal,45.375
1780558923.3163185,,,soc1-thermal,44.875
1780558923.3163185,,,soc2-thermal,45.125
1780558923.3163185,,,tj-thermal,47.031
1780558923.422056,VDD_IN,4592.64,,
1780558923.422056,VDD_CPU_GPU_CV,877.184,,
1780558923.422056,VDD_SOC,1437.696,,
1780558923.422056,,,cpu-thermal,46.687
1780558923.422056,,,gpu-thermal,46.875
1780558923.422056,,,soc0-thermal,45.281
1780558923.422056,,,soc1-thermal,44.843
1780558923.422056,,,soc2-thermal,45.093
1780558923.422056,,,tj-thermal,46.875
1780558923.5276484,VDD_IN,4632.576,,
1780558923.5276484,VDD_CPU_GPU_CV,877.184,,
1780558923.5276484,VDD_SOC,1437.696,,
1780558923.5276484,,,cpu-thermal,46.718
1780558923.5276484,,,gpu-thermal,46.843
1780558923.5276484,,,soc0-thermal,45.343
1780558923.5276484,,,soc1-thermal,44.843
1780558923.5276484,,,soc2-thermal,45.125
1780558923.5276484,,,tj-thermal,46.843
1780558923.6336637,VDD_IN,4632.576,,
1780558923.6336637,VDD_CPU_GPU_CV,877.184,,
1780558923.6336637,VDD_SOC,1437.696,,
1780558923.6336637,,,cpu-thermal,46.625
1780558923.6336637,,,gpu-thermal,47.187
1780558923.6336637,,,soc0-thermal,45.312
1780558923.6336637,,,soc1-thermal,44.75
1780558923.6336637,,,soc2-thermal,44.968
1780558923.6336637,,,tj-thermal,47.187
1780558923.7399068,VDD_IN,4672.512,,
1780558923.7399068,VDD_CPU_GPU_CV,917.056,,
1780558923.7399068,VDD_SOC,1437.696,,
1780558923.7399068,,,cpu-thermal,46.656
1780558923.7399068,,,gpu-thermal,46.875
1780558923.7399068,,,soc0-thermal,45.25
1780558923.7399068,,,soc1-thermal,44.781
1780558923.7399068,,,soc2-thermal,45.125
1780558923.7399068,,,tj-thermal,47.093
1780558923.8459914,VDD_IN,4672.512,,
1780558923.8459914,VDD_CPU_GPU_CV,917.056,,
1780558923.8459914,VDD_SOC,1437.696,,
1780558923.8459914,,,cpu-thermal,46.968
1780558923.8459914,,,gpu-thermal,46.843
1780558923.8459914,,,soc0-thermal,45.343
1780558923.8459914,,,soc1-thermal,44.812
1780558923.8459914,,,soc2-thermal,45.062
1780558923.8459914,,,tj-thermal,47.031
1780558923.9522183,VDD_IN,4712.448,,
1780558923.9522183,VDD_CPU_GPU_CV,917.056,,
1780558923.9522183,VDD_SOC,1437.696,,
1780558923.9522183,,,cpu-thermal,46.718
1780558923.9522183,,,gpu-thermal,47.156
1780558923.9522183,,,soc0-thermal,45.312
1780558923.9522183,,,soc1-thermal,44.968
1780558923.9522183,,,soc2-thermal,45.0
1780558923.9522183,,,tj-thermal,46.875
1780558924.0585287,VDD_IN,4712.448,,
1780558924.0585287,VDD_CPU_GPU_CV,956.928,,
1780558924.0585287,VDD_SOC,1437.696,,
1780558924.0585287,,,cpu-thermal,46.625
1780558924.0585287,,,gpu-thermal,47.093
1780558924.0585287,,,soc0-thermal,45.375
1780558924.0585287,,,soc1-thermal,44.875
1780558924.0585287,,,soc2-thermal,45.031
1780558924.0585287,,,tj-thermal,46.968
1780558924.1647193,VDD_IN,4712.448,,
1780558924.1647193,VDD_CPU_GPU_CV,956.928,,
1780558924.1647193,VDD_SOC,1437.696,,
1780558924.1647193,,,cpu-thermal,46.812
1780558924.1647193,,,gpu-thermal,46.906
1780558924.1647193,,,soc0-thermal,45.312
1780558924.1647193,,,soc1-thermal,44.812
1780558924.1647193,,,soc2-thermal,45.125
1780558924.1647193,,,tj-thermal,47.25
1780558924.2710104,VDD_IN,4672.512,,
1780558924.2710104,VDD_CPU_GPU_CV,917.056,,
1780558924.2710104,VDD_SOC,1437.696,,
1780558924.2710104,,,cpu-thermal,46.906
1780558924.2710104,,,gpu-thermal,46.875
1780558924.2710104,,,soc0-thermal,45.343
1780558924.2710104,,,soc1-thermal,44.843
1780558924.2710104,,,soc2-thermal,45.031
1780558924.2710104,,,tj-thermal,47.062
1780558924.3771493,VDD_IN,4632.576,,
1780558924.3771493,VDD_CPU_GPU_CV,877.184,,
1780558924.3771493,VDD_SOC,1437.696,,
1780558924.3771493,,,cpu-thermal,46.593
1780558924.3771493,,,gpu-thermal,46.843
1780558924.3771493,,,soc0-thermal,45.406
1780558924.3771493,,,soc1-thermal,44.781
1780558924.3771493,,,soc2-thermal,45.062
1780558924.3771493,,,tj-thermal,46.843
1780558924.4831152,VDD_IN,4592.64,,
1780558924.4831152,VDD_CPU_GPU_CV,838.656,,
1780558924.4831152,VDD_SOC,1437.696,,
1780558924.4831152,,,cpu-thermal,46.656
1780558924.4831152,,,gpu-thermal,47.25
1780558924.4831152,,,soc0-thermal,45.218
1780558924.4831152,,,soc1-thermal,44.781
1780558924.4831152,,,soc2-thermal,45.125
1780558924.4831152,,,tj-thermal,47.25
1780558924.589635,VDD_IN,4632.576,,
1780558924.589635,VDD_CPU_GPU_CV,877.184,,
1780558924.589635,VDD_SOC,1437.696,,
1780558924.589635,,,cpu-thermal,46.75
1780558924.589635,,,gpu-thermal,47.093
1780558924.589635,,,soc0-thermal,45.281
1780558924.589635,,,soc1-thermal,44.875
1780558924.589635,,,soc2-thermal,44.968
1780558924.589635,,,tj-thermal,47.093
1780558924.6958196,VDD_IN,4632.576,,
1780558924.6958196,VDD_CPU_GPU_CV,877.184,,
1780558924.6958196,VDD_SOC,1437.696,,
1780558924.6958196,,,cpu-thermal,46.687
1780558924.6958196,,,gpu-thermal,46.968
1780558924.6958196,,,soc0-thermal,45.312
1780558924.6958196,,,soc1-thermal,44.75
1780558924.6958196,,,soc2-thermal,45.0
1780558924.6958196,,,tj-thermal,46.968
1780558924.8022878,VDD_IN,4672.512,,
1780558924.8022878,VDD_CPU_GPU_CV,917.056,,
1780558924.8022878,VDD_SOC,1437.696,,
1780558924.8022878,,,cpu-thermal,46.687
1780558924.8022878,,,gpu-thermal,46.968
1780558924.8022878,,,soc0-thermal,45.218
1780558924.8022878,,,soc1-thermal,44.781
1780558924.8022878,,,soc2-thermal,45.062
1780558924.8022878,,,tj-thermal,46.968
1780558924.9087923,VDD_IN,4712.448,,
1780558924.9087923,VDD_CPU_GPU_CV,917.056,,
1780558924.9087923,VDD_SOC,1437.696,,
1780558924.9087923,,,cpu-thermal,46.656
1780558924.9087923,,,gpu-thermal,46.875
1780558924.9087923,,,soc0-thermal,45.375
1780558924.9087923,,,soc1-thermal,44.843
1780558924.9087923,,,soc2-thermal,45.093
1780558924.9087923,,,tj-thermal,46.875
1780558925.0151827,VDD_IN,4712.448,,
1780558925.0151827,VDD_CPU_GPU_CV,917.056,,
1780558925.0151827,VDD_SOC,1437.696,,
1780558925.0151827,,,cpu-thermal,46.562
1780558925.0151827,,,gpu-thermal,47.281
1780558925.0151827,,,soc0-thermal,45.437
1780558925.0151827,,,soc1-thermal,44.75
1780558925.0151827,,,soc2-thermal,45.031
1780558925.0151827,,,tj-thermal,47.281
1780558925.121695,VDD_IN,4712.448,,
1780558925.121695,VDD_CPU_GPU_CV,956.928,,
1780558925.121695,VDD_SOC,1437.696,,
1780558925.121695,,,cpu-thermal,46.656
1780558925.121695,,,gpu-thermal,47.093
1780558925.121695,,,soc0-thermal,45.281
1780558925.121695,,,soc1-thermal,44.781
1780558925.121695,,,soc2-thermal,45.062
1780558925.121695,,,tj-thermal,47.093
1780558925.2278624,VDD_IN,4712.448,,
1780558925.2278624,VDD_CPU_GPU_CV,956.928,,
1780558925.2278624,VDD_SOC,1437.696,,
1780558925.2278624,,,cpu-thermal,46.875
1780558925.2278624,,,gpu-thermal,46.937
1780558925.2278624,,,soc0-thermal,45.312
1780558925.2278624,,,soc1-thermal,44.843
1780558925.2278624,,,soc2-thermal,45.062
1780558925.2278624,,,tj-thermal,46.937
