t,rail,mW,zone,C
1780554717.550851,VDD_IN,5015.808,,
1780554717.550851,VDD_CPU_GPU_CV,1232.064,,
1780554717.550851,VDD_SOC,1470.528,,
1780554717.550851,,,cpu-thermal,52.593
1780554717.550851,,,gpu-thermal,52.656
1780554717.550851,,,soc0-thermal,50.875
1780554717.550851,,,soc1-thermal,50.5
1780554717.550851,,,soc2-thermal,50.656
1780554717.550851,,,tj-thermal,52.656
1780554717.6568017,VDD_IN,5007.744,,
1780554717.6568017,VDD_CPU_GPU_CV,1232.064,,
1780554717.6568017,VDD_SOC,1470.528,,
1780554717.6568017,,,cpu-thermal,52.281
1780554717.6568017,,,gpu-thermal,52.562
1780554717.6568017,,,soc0-thermal,50.875
1780554717.6568017,,,soc1-thermal,50.531
1780554717.6568017,,,soc2-thermal,50.625
1780554717.6568017,,,tj-thermal,52.562
1780554717.7626185,VDD_IN,5007.744,,
1780554717.7626185,VDD_CPU_GPU_CV,1230.08,,
1780554717.7626185,VDD_SOC,1470.528,,
1780554717.7626185,,,cpu-thermal,52.312
1780554717.7626185,,,gpu-thermal,52.656
1780554717.7626185,,,soc0-thermal,51.0
1780554717.7626185,,,soc1-thermal,50.343
1780554717.7626185,,,soc2-thermal,50.593
1780554717.7626185,,,tj-thermal,52.937
1780554717.8683972,VDD_IN,4976.0,,
1780554717.8683972,VDD_CPU_GPU_CV,1192.32,,
1780554717.8683972,VDD_SOC,1433.088,,
1780554717.8683972,,,cpu-thermal,52.343
1780554717.8683972,,,gpu-thermal,52.593
1780554717.8683972,,,soc0-thermal,50.781
1780554717.8683972,,,soc1-thermal,50.437
1780554717.8683972,,,soc2-thermal,50.468
1780554717.8683972,,,tj-thermal,52.593
1780554717.973835,VDD_IN,4896.384,,
1780554717.973835,VDD_CPU_GPU_CV,1154.432,,
1780554717.973835,VDD_SOC,1433.088,,
1780554717.973835,,,cpu-thermal,52.156
1780554717.973835,,,gpu-thermal,52.5
1780554717.973835,,,soc0-thermal,50.875
1780554717.973835,,,soc1-thermal,50.5
1780554717.973835,,,soc2-thermal,50.468
1780554717.973835,,,tj-thermal,52.5
1780554718.0791912,VDD_IN,4896.384,,
1780554718.0791912,VDD_CPU_GPU_CV,1152.576,,
1780554718.0791912,VDD_SOC,1433.088,,
1780554718.0791912,,,cpu-thermal,52.25
1780554718.0791912,,,gpu-thermal,52.843
1780554718.0791912,,,soc0-thermal,51.0
1780554718.0791912,,,soc1-thermal,50.437
1780554718.0791912,,,soc2-thermal,50.5
1780554718.0791912,,,tj-thermal,52.843
1780554718.184726,VDD_IN,4936.192,,
1780554718.184726,VDD_CPU_GPU_CV,1192.32,,
1780554718.184726,VDD_SOC,1433.088,,
1780554718.184726,,,cpu-thermal,52.343
1780554718.184726,,,gpu-thermal,52.687
1780554718.184726,,,soc0-thermal,51.031
1780554718.184726,,,soc1-thermal,50.281
1780554718.184726,,,soc2-thermal,50.531
1780554718.184726,,,tj-thermal,52.687
1780554718.290566,VDD_IN,5007.744,,
1780554718.290566,VDD_CPU_GPU_CV,1230.08,,
1780554718.290566,VDD_SOC,1470.528,,
1780554718.290566,,,cpu-thermal,52.312
1780554718.290566,,,gpu-thermal,53.0
1780554718.290566,,,soc0-thermal,50.843
1780554718.290566,,,soc1-thermal,50.375
1780554718.290566,,,soc2-thermal,50.343
1780554718.290566,,,tj-thermal,52.625
1780554718.3962991,VDD_IN,5047.488,,
1780554718.3962991,VDD_CPU_GPU_CV,1269.76,,
1780554718.3962991,VDD_SOC,1470.528,,
1780554718.3962991,,,cpu-thermal,52.281
1780554718.3962991,,,gpu-thermal,52.781
1780554718.3962991,,,soc0-thermal,50.843
1780554718.3962991,,,soc1-thermal,50.437
1780554718.3962991,,,soc2-thermal,50.468
1780554718.3962991,,,tj-thermal,52.781
1780554718.5019171,VDD_IN,5047.488,,
1780554718.5019171,VDD_CPU_GPU_CV,1269.76,,
1780554718.5019171,VDD_SOC,1468.16,,
1780554718.5019171,,,cpu-thermal,52.312
1780554718.5019171,,,gpu-thermal,52.656
1780554718.5019171,,,soc0-thermal,50.937
1780554718.5019171,,,soc1-thermal,50.531
1780554718.5019171,,,soc2-thermal,50.531
1780554718.5019171,,,tj-thermal,52.656
1780554718.6077332,VDD_IN,5079.04,,
1780554718.6077332,VDD_CPU_GPU_CV,1309.44,,
1780554718.6077332,VDD_SOC,1468.16,,
1780554718.6077332,,,cpu-thermal,52.156
1780554718.6077332,,,gpu-thermal,52.656
1780554718.6077332,,,soc0-thermal,50.75
1780554718.6077332,,,soc1-thermal,50.25
1780554718.6077332,,,soc2-thermal,50.562
1780554718.6077332,,,tj-thermal,52.656
1780554718.7135656,VDD_IN,5079.04,,
1780554718.7135656,VDD_CPU_GPU_CV,1307.328,,
1780554718.7135656,VDD_SOC,1468.16,,
1780554718.7135656,,,cpu-thermal,52.218
1780554718.7135656,,,gpu-thermal,52.5
1780554718.7135656,,,soc0-thermal,50.812
1780554718.7135656,,,soc1-thermal,50.343
1780554718.7135656,,,soc2-thermal,50.406
1780554718.7135656,,,tj-thermal,52.5
1780554718.81913,VDD_IN,5047.488,,
1780554718.81913,VDD_CPU_GPU_CV,1269.76,,
1780554718.81913,VDD_SOC,1468.16,,
1780554718.81913,,,cpu-thermal,52.156
1780554718.81913,,,gpu-thermal,52.562
1780554718.81913,,,soc0-thermal,50.875
1780554718.81913,,,soc1-thermal,50.375
1780554718.81913,,,soc2-thermal,50.437
1780554718.81913,,,tj-thermal,52.437
1780554718.9246392,VDD_IN,4968.0,,
1780554718.9246392,VDD_CPU_GPU_CV,1192.32,,
1780554718.9246392,VDD_SOC,1430.784,,
1780554718.9246392,,,cpu-thermal,52.343
1780554718.9246392,,,gpu-thermal,52.593
1780554718.9246392,,,soc0-thermal,51.031
1780554718.9246392,,,soc1-thermal,50.25
1780554718.9246392,,,soc2-thermal,50.5
1780554718.9246392,,,tj-thermal,52.593
1780554719.029793,VDD_IN,4936.192,,
1780554719.029793,VDD_CPU_GPU_CV,1192.32,,
1780554719.029793,VDD_SOC,1433.088,,
1780554719.029793,,,cpu-thermal,52.5
1780554719.029793,,,gpu-thermal,52.468
1780554719.029793,,,soc0-thermal,50.812
1780554719.029793,,,soc1-thermal,50.375
1780554719.029793,,,soc2-thermal,50.5
1780554719.029793,,,tj-thermal,52.5
1780554719.1353793,VDD_IN,4976.0,,
1780554719.1353793,VDD_CPU_GPU_CV,1192.32,,
1780554719.1353793,VDD_SOC,1470.528,,
1780554719.1353793,,,cpu-thermal,52.093
1780554719.1353793,,,gpu-thermal,52.406
1780554719.1353793,,,soc0-thermal,50.781
1780554719.1353793,,,soc1-thermal,50.343
1780554719.1353793,,,soc2-thermal,50.375
1780554719.1353793,,,tj-thermal,52.406
1780554719.241333,VDD_IN,5007.744,,
1780554719.241333,VDD_CPU_GPU_CV,1230.08,,
1780554719.241333,VDD_SOC,1470.528,,
1780554719.241333,,,cpu-thermal,52.375
1780554719.241333,,,gpu-thermal,52.75
1780554719.241333,,,soc0-thermal,50.781
1780554719.241333,,,soc1-thermal,50.468
1780554719.241333,,,soc2-thermal,50.468
1780554719.241333,,,tj-thermal,52.75
1780554719.3470106,VDD_IN,5007.744,,
1780554719.3470106,VDD_CPU_GPU_CV,1230.08,,
1780554719.3470106,VDD_SOC,1470.528,,
1780554719.3470106,,,cpu-thermal,52.343
1780554719.3470106,,,gpu-thermal,52.5
1780554719.3470106,,,soc0-thermal,50.875
1780554719.3470106,,,soc1-thermal,50.218
1780554719.3470106,,,soc2-thermal,50.5
1780554719.3470106,,,tj-thermal,52.656
1780554719.4526098,VDD_IN,5047.488,,
1780554719.4526098,VDD_CPU_GPU_CV,1269.76,,
1780554719.4526098,VDD_SOC,1470.528,,
1780554719.4526098,,,cpu-thermal,52.375
1780554719.4526098,,,gpu-thermal,52.812
1780554719.4526098,,,soc0-thermal,50.718
1780554719.4526098,,,soc1-thermal,50.281
1780554719.4526098,,,soc2-thermal,50.343
1780554719.4526098,,,tj-thermal,52.593
1780554719.558487,VDD_IN,5047.488,,
1780554719.558487,VDD_CPU_GPU_CV,1269.76,,
1780554719.558487,VDD_SOC,1470.528,,
1780554719.558487,,,cpu-thermal,52.156
1780554719.558487,,,gpu-thermal,52.718
1780554719.558487,,,soc0-thermal,50.75
1780554719.558487,,,soc1-thermal,50.312
1780554719.558487,,,soc2-thermal,50.375
1780554719.558487,,,tj-thermal,52.718
1780554719.6641557,VDD_IN,5047.488,,
1780554719.6641557,VDD_CPU_GPU_CV,1269.76,,
1780554719.6641557,VDD_SOC,1470.528,,
1780554719.6641557,,,cpu-thermal,52.156
1780554719.6641557,,,gpu-thermal,52.593
1780554719.6641557,,,soc0-thermal,50.812
1780554719.6641557,,,soc1-thermal,50.468
1780554719.6641557,,,soc2-thermal,50.375
1780554719.6641557,,,tj-thermal,52.593
1780554719.7697823,VDD_IN,5047.488,,
1780554719.7697823,VDD_CPU_GPU_CV,1269.76,,
1780554719.7697823,VDD_SOC,1470.528,,
1780554719.7697823,,,cpu-thermal,52.187
1780554719.7697823,,,gpu-thermal,52.531
1780554719.7697823,,,soc0-thermal,50.906
1780554719.7697823,,,soc1-thermal,50.187
1780554719.7697823,,,soc2-thermal,50.468
1780554719.7697823,,,tj-thermal,52.531
1780554719.875415,VDD_IN,4976.0,,
1780554719.875415,VDD_CPU_GPU_CV,1232.064,,
1780554719.875415,VDD_SOC,1433.088,,
1780554719.875415,,,cpu-thermal,52.281
1780554719.875415,,,gpu-thermal,52.718
1780554719.875415,,,soc0-thermal,50.718
1780554719.875415,,,soc1-thermal,50.343
1780554719.875415,,,soc2-thermal,50.281
1780554719.875415,,,tj-thermal,52.437
1780554719.980651,VDD_IN,4896.384,,
1780554719.980651,VDD_CPU_GPU_CV,1154.432,,
1780554719.980651,VDD_SOC,1433.088,,
1780554719.980651,,,cpu-thermal,51.937
1780554719.980651,,,gpu-thermal,52.625
1780554719.980651,,,soc0-thermal,50.812
1780554719.980651,,,soc1-thermal,50.25
1780554719.980651,,,soc2-thermal,50.437
1780554719.980651,,,tj-thermal,52.625
1780554720.0858715,VDD_IN,4936.192,,
1780554720.0858715,VDD_CPU_GPU_CV,1192.32,,
1780554720.0858715,VDD_SOC,1433.088,,
1780554720.0858715,,,cpu-thermal,52.125
1780554720.0858715,,,gpu-thermal,52.562
1780554720.0858715,,,soc0-thermal,50.843
1780554720.0858715,,,soc1-thermal,50.343
1780554720.0858715,,,soc2-thermal,50.312
1780554720.0858715,,,tj-thermal,52.562
1780554720.1918771,VDD_IN,4976.0,,
1780554720.1918771,VDD_CPU_GPU_CV,1192.32,,
1780554720.1918771,VDD_SOC,1433.088,,
1780554720.1918771,,,cpu-thermal,52.187
1780554720.1918771,,,gpu-thermal,52.5
1780554720.1918771,,,soc0-thermal,50.687
1780554720.1918771,,,soc1-thermal,50.218
1780554720.1918771,,,soc2-thermal,50.343
1780554720.1918771,,,tj-thermal,52.5
1780554720.2975323,VDD_IN,4976.0,,
1780554720.2975323,VDD_CPU_GPU_CV,1192.32,,
1780554720.2975323,VDD_SOC,1433.088,,
1780554720.2975323,,,cpu-thermal,51.968
1780554720.2975323,,,gpu-thermal,52.343
1780554720.2975323,,,soc0-thermal,50.687
1780554720.2975323,,,soc1-thermal,50.187
1780554720.2975323,,,soc2-thermal,50.281
1780554720.2975323,,,tj-thermal,52.343
1780554720.403236,VDD_IN,4976.0,,
1780554720.403236,VDD_CPU_GPU_CV,1192.32,,
1780554720.403236,VDD_SOC,1472.896,,
1780554720.403236,,,cpu-thermal,52.0
1780554720.403236,,,gpu-thermal,52.531
1780554720.403236,,,soc0-thermal,50.75
1780554720.403236,,,soc1-thermal,50.312
1780554720.403236,,,soc2-thermal,50.312
1780554720.403236,,,tj-thermal,52.687
1780554720.509317,VDD_IN,4976.0,,
1780554720.509317,VDD_CPU_GPU_CV,1192.32,,
1780554720.509317,VDD_SOC,1472.896,,
1780554720.509317,,,cpu-thermal,52.218
1780554720.509317,,,gpu-thermal,52.437
1780554720.509317,,,soc0-thermal,50.75
1780554720.509317,,,soc1-thermal,50.187
1780554720.509317,,,soc2-thermal,50.312
1780554720.509317,,,tj-thermal,52.593
1780554720.6149886,VDD_IN,4976.0,,
1780554720.6149886,VDD_CPU_GPU_CV,1192.32,,
1780554720.6149886,VDD_SOC,1433.088,,
1780554720.6149886,,,cpu-thermal,51.968
1780554720.6149886,,,gpu-thermal,52.812
1780554720.6149886,,,soc0-thermal,50.593
1780554720.6149886,,,soc1-thermal,50.187
1780554720.6149886,,,soc2-thermal,50.25
1780554720.6149886,,,tj-thermal,52.812
1780554720.7208383,VDD_IN,5015.808,,
1780554720.7208383,VDD_CPU_GPU_CV,1192.32,,
1780554720.7208383,VDD_SOC,1472.896,,
1780554720.7208383,,,cpu-thermal,52.0
1780554720.7208383,,,gpu-thermal,52.625
1780554720.7208383,,,soc0-thermal,50.687
1780554720.7208383,,,soc1-thermal,50.312
1780554720.7208383,,,soc2-thermal,50.25
1780554720.7208383,,,tj-thermal,52.625
1780554720.8266733,VDD_IN,4936.192,,
1780554720.8266733,VDD_CPU_GPU_CV,1192.32,,
1780554720.8266733,VDD_SOC,1433.088,,
1780554720.8266733,,,cpu-thermal,51.937
1780554720.8266733,,,gpu-thermal,52.562
1780554720.8266733,,,soc0-thermal,50.687
1780554720.8266733,,,soc1-thermal,50.25
1780554720.8266733,,,soc2-thermal,50.281
1780554720.8266733,,,tj-thermal,52.562
1780554720.932224,VDD_IN,4904.256,,
1780554720.932224,VDD_CPU_GPU_CV,1154.432,,
1780554720.932224,VDD_SOC,1433.088,,
1780554720.932224,,,cpu-thermal,52.312
1780554720.932224,,,gpu-thermal,52.468
1780554720.932224,,,soc0-thermal,50.718
1780554720.932224,,,soc1-thermal,50.125
1780554720.932224,,,soc2-thermal,50.25
1780554720.932224,,,tj-thermal,52.468
1780554721.0374207,VDD_IN,4864.384,,
1780554721.0374207,VDD_CPU_GPU_CV,1114.624,,
1780554721.0374207,VDD_SOC,1435.392,,
1780554721.0374207,,,cpu-thermal,51.937
1780554721.0374207,,,gpu-thermal,52.687
1780554721.0374207,,,soc0-thermal,50.625
1780554721.0374207,,,soc1-thermal,50.187
1780554721.0374207,,,soc2-thermal,50.187
1780554721.0374207,,,tj-thermal,52.437
1780554721.143127,VDD_IN,4896.384,,
1780554721.143127,VDD_CPU_GPU_CV,1154.432,,
1780554721.143127,VDD_SOC,1433.088,,
1780554721.143127,,,cpu-thermal,52.0
1780554721.143127,,,gpu-thermal,52.5
1780554721.143127,,,soc0-thermal,50.656
1780554721.143127,,,soc1-thermal,50.187
1780554721.143127,,,soc2-thermal,50.187
